DIVULGADOR;ID_RAW;ID_DIGITS;ID;NOME_FANTASIA;RAZAO_SOCIAL;CNPJ_CPF;ENDERECO;NUMERO;CEP;BAIRRO;CIDADE;UF;TELEFONE;EMAIL
João Paulo;033.040;033040;33040;INSTITUTO EDUCACIONAL PARAÍSO INFANTIL;LADIJANE MARIA DA PAIXÃO;33.129.854/0001-21;RUA 13 DE MAIO;145;58345-000;CENTRO;MARI;PB;83 99944-7924;ladijane2011@hotmail.com
João Paulo;018.402;018402;18402;INSTITUTO EDUCACIONAL PEQUENO APRENDIZ;GLAUCIA GERMANA BATISTA SOUZA AQUINO - ME;14.894.689/0001-50;RUA CUITÉ;60;58302-045;MUNICÍPIOS;SANTA RITA;PB;83 98877-2186;escolaiepa@gmail.com
João Paulo;028.835;028835;28835;INSTITUTO EDUCACIONAL RUTH ROCHA;ELISANGELA DE SOUZA JULIO ESCOLA;11.859.370/0002-86;RUA JOSÉ VICENTE DE PONTES;08;58300-970;VARZEA;SANTA RITA;PB;83 98872-4678;ruthrocha.santarita@gmail.com
João Paulo;028.792;028792;28792;INSTITUTO EDUCACIONAL SHEKINAH KIDS;GESIEL ALVES FERREIRA - ME;17.731.751/0001-80;RUA NOEMIA CANDIDA DA SILVA;343;58320-000;CENTRO;ALHANDRA;PB;83 9326-4879 / 99940-4870;shekinah_kids@yahoo.com.br
João Paulo;029.727;029727;29727;INSTITUTO EDUCACIONAL SONHO ENCANTADO;ELICIANE PEREIRA DE MELO - ME;06.256.878/0001-79;RUA 13 DE MAIO;48;58345-000;CENTRO;MARI;PB;***;educacionaliese@gmail.com
João Paulo;034.414;034414;34414;INSTITUTO EDUCACIONAL VITÓRIA RÉGIA;ARLINDO SEVERINO DA SILVA 08016912494;19.287.543/0001-60;RUA EULÁLIA MARQUES;S/N;58348-000;CENTRO;RIACHÃO DO POÇO;PB;83 99318-0789;deborahdefatima@hotmail.com
João Paulo;010.632;010632;10632;INSTITUTO LAPIS DE CORES;MARLY PONCIANO DOS SANTOS - ME;06.885.684/0001-32;RUA CORONEL ANÍBAL FERREIRA;133;58430-170;BODOCONGÓ;CAMPINA GRANDE;PB;83 98827-1839;institutolapisdecores@gmail.com
João Paulo;017.273;017273;17273;INSTITUTO N. Sª DE FÁTIMA;INSTITUTO NOSSA SENHORA DE FATIMA LTDA - ME;12.680.625/0001-20;RUA PARANÁ;83;58301-395;POPULAR;SANTA RITA;PB;83 98180-3424;insfpb@yahoo.com.br
João Paulo;020.559;020559;20559;INSTITUTO O PEQUENO SABIO;MARIA DAS GRAÇAS RODRIGUES  SILVA - ME;05.296.805/0001-48;RUA CORONEL JOSÉ LINS;323;58338-000;CENTRO;PILAR;PB;***;institutops@gmail.com
João Paulo;030.266;030266;30266;INSTITUTO PIAGET DE MAMANGUAPE;SANTOS E VIEGAS ESCOLA LTDA;26.287.330/0001-01;RUA PROJETADA;S/N;58280-000;CIDADE NOVA;MAMANGUAPE;PB;83 8791-4505 / 99167-4044;institutopiaget.mamanguape@gmail.com
João Paulo;010.261;010261;10261;INSTITUTO SANTA ROSA MISTICA;VALMIRA SOARES DOS SANTOS;03.848.698/0001-98;RUA TRAVESSA GOMES VIEIRA;113;58304-500;VARZEA NOVA;SANTA RITA;PB;83 98830-9496;isrm2015@outlook.com
João Paulo;010.180;010180;10180;INSTITUTO SONHO MEU / CENTRO EDUCACIONAL ELISEU;CENTRO EDUCACIONAL ELISEU LTDA - ME;02.296.623/0001-89;RUA HONÓRIO CABRAL DA SILVA;150;58410-696;SANDRA CAVALCANTE;CAMPINA GRANDE;PB;83 98893-4473;edilmavidal@hotmail.com
João Paulo;029.078;029078;29078;NÚCLEO EDUCACIONAL CECILIA MEIRELES;MARIA DE FATIMA ALMEIDA ATAIDE;25.209.930/0001-80;RUA CICERO FAUSTINO DA SILVA;517;58117-000;CENTRO;LAGOA SECA;PB;***;mf.almeida.ataide@gmail.com
João Paulo;021.418;021418;21418;SISTEMA DE ENSINO CONSTRUIR;SISTEMA DE ENSINO CONSTRUIR LTDA - ME;10.522.981/0001-90;RUA OTHON PEDROSA;S/N;58300-360;CENTRO;SANTA RITA;PB;83 98823-4586;adriana23@gmail.com
Rafael Fernandes;034.351;034351;34351;BRILHAR ESPAÇO INFANTIL;DIANA REBECA BARBOSA PEREIRA;27.551.857/0001-56;RUA MARIA SOARES BALBINA;S/N;58113-540;JARDIM AEROPORTO;BAYEUX;PB;83 8891-6240 / 99953-2774;brilhar2021@gmail.com
Rafael Fernandes;036.494;036494;36494;BRINQUEDOTECA EDUCACIONAL CANTINHO DA CRIANÇA;IDALIA VICENHICE QUEIROGA CASSIMIRO BEZERRA;49.598.596/0001-62;RUA MANOEL FIRMINO;81;58840-000;JARDIM ROGERIO;POMBAL;PB;83 99652-6725;idaliavqc@gmail.com
Rafael Fernandes;026.679;026679;26679;CANTINHO DA CRIANÇA;CENTRO EDUCACIONAL CANTINHO DA CRIANÇA LTDA - ME;10.537.250/0001-19;RUA VEREADOR SEVERINO RODRIGUES;S/N;58701-650;BIVAR OLINTO;PATOS;PB;83 99841-4407;cantinhodacrianca.cecc@gmail.com
Rafael Fernandes;026.680;026680;26680;CEEIGEF;CENTRO DE EDUCAÇÃO ESPECIAL INTEGRADA GENY FERREIRA;03.515.668/0001-60;RUA SARGENTO VERÍSSIMO PEREIRA NÓBREGA;22;58804-790;MARIA RACHEL;SOUSA;PB;83 99304-6254;ceeigef@hotmail.com
Rafael Fernandes;030.059;030059;30059;CENTRO DE EDUCAÇÃO INFANTIL TIA CLAUDIA;CLAUDIA MAGALHÃES SANDES;849.174.741-91;RUA MARIA DE LOURDES DE ANDRADE BARBOSA;108;58084-065;JARDIM VENEZA;JOÃO PESSOA;PB;83 99610-8458;claudia.magalhaes.sandes@gmail.com
Rafael Fernandes;035.982;035982;35982;CENTRO DE ENSINO DR. PEDRO INÁCIO DE SANTANA - CEPIS;ROSINEIDE SALES DE SANTANA;44.596.158/0001-41;RUA DR. PEDRO ULISSES;407;58110-130;CENTRO;BAYEUX;PB;83 2182-7645 / 8833-0945 / 98833-0945;cepiscentrodeensino@gmail.com
Rafael Fernandes;028.766;028766;28766;CENTRO DE ENSINO EDUQUE;JOSEFA LEITE DE PAULO ARAÚJO - ME;21.758.591/0001-30;RUA MAJOR LUIZ HERÁCLITO DA COSTA;113;58055-210;MANGABEIRA;JOÃO PESSOA;PB;83 3023-1351 / 99673-1572;centrodeensinoeduque@gmail.com
Rafael Fernandes;017.885;017885;17885;CENTRO DE ENSINO FASES;EDVANIA  ALVES DE LIMA SOARES -ME;13.692.159/0001-66;RUA MANOEL ADOLFO COSTA;17;58057-276;MANGABEIRA;JOÃO PESSOA;PB;83 3113-3434 / 98877-4948;centrodeensinofases@gmail.com
Rafael Fernandes;026.666;026666;26666;CENTRO EDUCACIONAL ALEGRIA DE APRENDER;VALERIA TAIS FRAGOSO ARAUJO FERREIRA - ME;08.450.285/0001-74;AVENIDA XAVIER JÚNIOR;262;58085-430;CRUZ DAS ARMAS;JOÃO PESSOA;PB;83 99854-0224;valeriataisfrag@gmail.com
Rafael Fernandes;034.237;034237;34237;CENTRO EDUCACIONAL ANDRÉA CARAMURÚ -CEDAC;CENTRO EDUCACIONAL ANDREA CARAMURU LTDA;16.105.674/0001-90;R MNS ARLINDO B CAMBOIM;295;58057-540;MANGABEIRA;JOÃO PESSOA;PB;83 8671-2894 / 98811-3751;gilmarufpb@hotmail.com
Rafael Fernandes;009.580;009580;9580;CENTRO EDUCACIONAL ARCO IRIS;TANIA MARIA FERREIRA LEAL - ME;11.805.032/0001-80;RUA ARNAUD OLIVEIRA LIMA;141;58111-594;SÃO BENTO;BAYEUX;PB;83 98885-5107;tania.leal.20@hotmail.com
Rafael Fernandes;047.283;047283;47283;CENTRO EDUCACIONAL CECÍLIA MEIRELES;ALEXSANDRA DA SILVA - ESCOLA;11.942.086/0001-98;RUA FRANCISCO CAMILO;115;58112-306;MÁRIO ANDREAZZA;BAYEUX;PB;83 8891-8041;sandra.cecilia2008@hotmail.com
Rafael Fernandes;013.932;013932;13932;CENTRO EDUCACIONAL CONVIVER;ADAILDA MACEDO DOS SANTOS - ME;08.760.834/0001-07;RUA PROFESSOR EUNO JOSÉ LUCENA DA SILVA;27;58059-173;MANGABEIRA;JOÃO PESSOA;PB;83 98600-6264;adaconviver@hotmail.com
Rafael Fernandes;020.742;020742;20742;CENTRO EDUCACIONAL EDUCARE;CENTRO EDUCACIONAL EDUCARE LTDA;43.553.693/0001-52;R PADRE LOURENÇO;371;58780-000;CENTRO;ITAPORANGA;PB;83 9632-0008 / 99917-6008;ceducacionaleducare@gmail.com
Rafael Fernandes;034.176;034176;34176;CENTRO EDUCACIONAL ETERNO APRENDIZ;LUCIA FIRMINO DE LIMA;28.996.728/0001-34;R DA IMPORTAÇÃO;265;58083-100;INDÚSTRIAS;JOÃO PESSOA;PB;83 98748-3379 / 98748-3379;eternoaprendiz001@gmail.com
Rafael Fernandes;028.767;028767;28767;CENTRO EDUCACIONAL EVOLUIR;JOANA PAULA DO REGO MONTEIRO - ME;14.600.762/0001-33;RUA JOÃO BARRETO FILHO;45;58070-370;CRISTO REDENTOR;JOÃO PESSOA;PB;83 99347-4810 / 98702-5056 / 98842-3539;***
Rafael Fernandes;035.764;035764;35764;CENTRO EDUCACIONAL INVENTIVO;INVENTIVO CENTRO EDUCACIONAL LTDA;35.712.144/0001-55;RUA PADRE ROLIM;74;58020-525;TAMBIÁ;JOÃO PESSOA;PB;83 98724-8566 / 98873-0783;ceinventivo@hotmail.com
Rafael Fernandes;010.249;010249;10249;CENTRO EDUCACIONAL JOÃO PAULO II;ARISLEDA BATISTA BERTO LEAL-ME;01.277.411/0001-91;RUA MARIA DA CONCEIÇÃO;89;58540-000;CENTRO;SUMÉ;PB;83 99600-7957 / 99917-1310;gilmarasantosjpii@gmail.com
Rafael Fernandes;019.987;019987;19987;CENTRO EDUCACIONAL JOÃO VIDAL DE ARRUDA;WALBER VIDAL DA SILVA - ME;11.481.205/0001-52;RUA JOSÉ FRAGOSO DA COSTA;162;58074-700;JOSÉ AMÉRICO DE ALMEIDA;JOÃO PESSOA;PB;83 98889-9247;joaovidaldearruda@gmail.com
Rafael Fernandes;034.177;034177;34177;CENTRO EDUCACIONAL LUZ DO SABER;AP CENTRO EDUCACIONAL LTDA;32.392.404/0001-64;R LAÉRCIO N DE LIMA;23;58063-060;VALENTINA DE FIGUEIREDO;JOÃO PESSOA;PB;83 8623-2605 / 98716-6764;luzdosaberce@gmail.com
Rafael Fernandes;026.873;026873;26873;CENTRO EDUCACIONAL MADRE MICHELE;ASSOCIAÇÃO DOM HELDER CAMARA;03.653.407/0002-97;RUA SÃO JOÃO;176;58112-440;COMERCIAL NORTE;BAYEUX;PB;83 8729-2219 / 99162-5294;josy2919@gmail.com
Rafael Fernandes;021.420;021420;21420;CENTRO EDUCACIONAL MORIÁ;CLENILDA RAMALHO DE CARVALHO MACEDO;11.455.452/0001-84;RUA MARIA GENERINA DA SILVA;45;58079-100;FUNCIONÁRIOS;JOÃO PESSOA;PB;83 99987-0626;ramalhoclenilda1@gmail.com
Rafael Fernandes;019.588;019588;19588;CENTRO EDUCACIONAL MUNDO DA AVENTURA;MARIA DA LUZ CAVALCANTE SANTOS - ME;03.151.277/0001-03;RUA SEVERINO ANGELO CACALCANTE;24;58309-000;AMRIO ANDRESSA;BAYEUX;PB;83 8707-3068 / 99347-7638;mundodaaventura2018@gmail.com
Rafael Fernandes;047.342;047342;47342;CENTRO EDUCACIONAL MUNDO INFANTIL;LARISSA LEA LIMA ESTRELA;13.788.556/0001-36;Rua Bernardino Batista;211;58920-000;Centro;Triunfo;PB;83 9649-6631;larissaeduc@hotmail.com
Rafael Fernandes;023.555;023555;23555;CENTRO EDUCACIONAL OFICINA DO SABER;LUZIA ILMA DE ALMEIDA;789.345.324-91;RUA ANANIAS DA COSTA LIMA;S/N;58887-000;CENTRO;BOM SUCESSO;PB;83 99935-5805;***
Rafael Fernandes;029.231;029231;29231;CENTRO EDUCACIONAL PARAISO DA CRIANÇA;RAQUEL DOS SANTOS FREIRES;23.995.401/0001-24;RUA BENEDITA RODRIGUES DE VASCONCELOS;303;58058-395;MANGABEIRA;JOÃO PESSOA;PB;83 98693-1163;raquelfreiree2013@hotmail.com
Rafael Fernandes;009.644;009644;9644;CENTRO EDUCACIONAL PEQUENO GENIO;SABRINA KYEV DE ARAUJO LIMA COSTA LTDA;31.595.167/0001-76;RUA ZECA VIEIRA;795;58703-080;LIBERDADE;PATOS;PB;83 9618-3162 / 99973-3440;pequenogenio10@hotmail.com
Rafael Fernandes;009.880;009880;9880;CENTRO EDUCACIONAL PRÍNCIPE DA PAZ;F & C CENTRO EDUCACIONAL LTDA;09.305.702/0001-58;RUA JAIME GOMES BARROS;257;58074-080;JOSÉ AMÉRICO DE ALMEIDA;JOÃO PESSOA;PB;83 98640-0809;celiapsico7@gmail.com
Rafael Fernandes;036.368;036368;36368;CENTRO EDUCACIONAL SEMEAR;JACQUELINE DA SILVA BRAGA;35.362.796/0001-07;R MARTINHO LUTERO;359;58084-000;JARDIM VENEZA;JOÃO PESSOA;PB;83 99344-7324;jacquelinebraga2012@hotmail.com
Rafael Fernandes;035.470;035470;35470;CEPMA CENTRO EDUCACIONAL;CEPMA CENTRO EDUCACIONAL LTDA;33.454.459/0001-14;RUA JOSÉ RODRIGUES DE PAIVA;47;58076-445;JOÃO PAULO II;JOÃO PESSOA/PB;PB;83 98780-1676;epma.mais@gmail.com
Rafael Fernandes;022.453;022453;22453;CMJ - COLÉGIO MENINO JESUS;COLEGIO E CURSO TEIXEIRENSE LTDA;35.749.737/0001-96;R DOUTOR MANOEL DANTAS;41;58735-000;CENTRO;TEIXEIRA;PB;83 99895-6602;meninojesus10@hotmail.com
Rafael Fernandes;028.788;028788;28788;COLEGIO ATHOS;COLEGIO CONECTIVO LTDA;50.104.584/0001-13;RUA MARIA DORACI MOREIRA;S/N;58062-309;PARATIBE;JOÃO PESSOA;PB;83 2182-4820 / 99135-9531;colegioconceitojp@gmail.com
Rafael Fernandes;023.429;023429;23429;COLÉGIO BATISTA DE BOA VENTURA;COOPERATIVA DE TRABALHO DE PROFISSIONAIS DE EDUCACAO DO VALE DO PIANCO;***;RUA AUGUSTO RAMALHO;43;58993-000;CENTRO;BOA VENTURA;PB;83 98203-3115;cbv2016@hotmail.com
Rafael Fernandes;020.741;020741;20741;COLÉGIO BATISTA DE ITAPORANGA;COOPERATIVA DE TRABALHO DE PROFISSIONAIS DE EDUCACAO DO VALE DO PIANCO;***;RUA ELVÍDEO DE FIGUEIREDO;27;58780-000;XIQUE-XIQUE;ITAPORANGA;PB;83 99944-1582;colegiobatistadeitaporanga@hotmail.com
Rafael Fernandes;046.008;046008;46008;COLÉGIO E CURSO IDEAL;SANDRA VICENTE DA SILVA;11.716.011/0001-99;RUA CORONEL LIRA;688;58111-130;IMACULADA;BAYEUX;PB;83 98603-4408;sandramatematica3@gmail.com
Rafael Fernandes;047.282;047282;47282;COLÉGIO EQUIPE;COLÉGIO DE EDUCAÇÃO INFANTIL ENSINO FUNDAMENTAL EQUIPE;22.302.358/0001-01;TRAVESSA NOÊMIA ANA DE MORAIS;20;58925-000;CENTRO;Santa Helena;PB;83 9951-0757;***
Rafael Fernandes;033.703;033703;33703;COLEGIO EXTRA KIDS;COLEGIO EXTRA KIDS LTDA;36.062.871/0001-87;RUA OITO DE AGOSTO;15;58110-523;TAMBAY;BAYEUX;PB;83 98620-4064 / 8860-3230 / 98860-3230;colegioextrakids.oficial@gmail.com
Rafael Fernandes;047.357;047357;47357;COLÉGIO FAROL;COLÉGIO FAROL LTDA;24.673.979/0001-27;R Martinho F da Costa;320;58059-720;Mangabeira;João Pessoa;PB;83 8717-6710;colegiofarol173@gmail.com
Rafael Fernandes;034.437;034437;34437;COLÉGIO FELIZ;60.804.660 ITALO HENRIQUE FERREIRA LEMOS;60.804.660/0001-57;RUA JOÃO EUFRÁZIO RIBEIRO;196;58067-102;GRAMAME;JOÃO PESSOA;PB;83 98861-1291;liararaiane13@hotmail.com
Rafael Fernandes;026.677;026677;26677;COLÉGIO GERAÇÃO CRIATIVA;VALQUIRIA JUBERT - ME;07.542.036/0001-46;RUA DA CRIATIVIDADE;49;58083-180;INDÚSTRIAS;JOÃO PESSOA;PB;83 98818-5311;valquiriaj96@gmail.com
Rafael Fernandes;017.249;017249;17249;COLÉGIO JAIME CAETANO;IARA CAETANO DE LIMA RAMALHO;03.543.601/0001-39;AVENIDA LIBERDADE;4066;58110-160;CENTRO;BAYEUX;PB;83 3232-1594;coordjaimecaetano@gmail.com
Rafael Fernandes;034.287;034287;34287;COLÉGIO LÍRIO DOS VALES;JOANA DARCK DINIZ DA COSTA;15.652.909/0001-00;R DO ORVALHO;301;58069-330;GRAMAME;JOÃO PESSOA;PB;83 8713-9086 / 98710-2466;colegioliriodosvales.ofc@gmail.com
Rafael Fernandes;021.809;021809;21809;COLEGIO NOSSA SENHORA AUXILIADORA;CONGREGAÇAO DAS FILHAS DE SANTA TERESA DE JESUS;06.744.635/0013-13;RUA PROFESSOR VIRGÍLIO PINTO;25;58800-550;CENTRO;SOUSA;PB;83 98846-6874;cnsaterrafstj@gmail.com
Rafael Fernandes;035.748;035748;35748;COLÉGIO NOVO TEMPO;NOVO TEMPO EDUCAÇÃO INFANTIL E ENSINO FUNDAMENTAL LTDA;35.295.566/0001-72;AV CENTENÁRIO;1139;58085-300;CRUZ DAS ARMAS;JOÃO PESSOA;PB;83 98682-7774;colegionovotempo@gmail.com
Rafael Fernandes;018.400;018400;18400;COLEGIO OASIS;MARIA JOSÉ PEREIRA DE LIMA - ME;12.350.833/0001-61;RUA PROFESSORA MARIA DO CARMO MARTINS;81;58113-460;JARDIM AEROPORTO;BAYEUX;PB;83 8700-8895 / 98786-2003;colegiooasiseduca@gmail.com
Rafael Fernandes;047.358;047358;47358;COLÉGIO QI SANTA MARIA;EVERTON MOURA FERREIRA DA SILVA;55.806.286/0001-99;R NOEL ROSA;1606;58090-660;ALTO DO MATEUS;JOÃO PESSOA;PB;83 9197-0941;lucianaevangelistaqi@gmail.com
Rafael Fernandes;019.326;019326;19326;E. E. I. F. SOSSEGO DA MAMÃE;49.962.015 LUANA FERREIRA DA SILVA SOUZA;49.962.015/0001-20;RUA BOAVENTURA CAVALCANTE NETO;S/N;58580-000;CENTRO;SERRA BRANCA;PB;83 99614-9236;analucia@gmail.com
Rafael Fernandes;013.636;013636;13636;EDUCANDARIO BRASIL;ADILANDIA RODRIGUES DA SILVA;01.573.632/0001-07;RUA ANTÔNIO BELARMINO SANTANA;50;58078-320;FUNCIONÁRIOS;JOÃO PESSOA;PB;83 98732-8614;adilandia.wj@bol.com.br
Rafael Fernandes;014.205;014205;14205;EDUCANDÁRIO GENTE INOCENTE;EDUCANDÁRIO GENTE INOCENTE;17.952.000/0001-94;RUA FLODOALDO PEIXOTO FILHO;780;58063-000;VALENTINA DE FIGUEIREDO;JOÃO PESSOA;PB;83 98887-2948;arisomaroliveira@gmail.com
Rafael Fernandes;027.998;027998;27998;EDUCANDÁRIO GRÃO DE MOSTARDA;ESCOLA DE EDUCAÇÃO INFANTIL E FUNDAMENTAL GRÃO DE MOSTARDA LTDA - ME;***;RUA DR. OSVALDO PINHEIRO;125;58940-000;CENTRO;SÃO JOSÉ DE PIRANHAS;PB;***;eifgraodemostarda125@gmail.com
Rafael Fernandes;035.744;035744;35744;EDUCANDÁRIO INFANTIL AQUARELA DO SABER;55.252.547 MARIA JOSELITA DA COSTA DE SOUZA;55.252.547/0001-76;AVENIDA ELVIRA MARSICANO;S/N;58111-590;SÃO BENTO;BAYEUX;PB;83 9600-4507;***
Rafael Fernandes;045.970;045970;45970;EDUCANDÁRIO PRIMEIROS PASSOS;FABIANA DA COSTA MUNIZ NOBREGA;45.496.899/0001-13;RUA JOÃO CLEMENTINO GOMES;99;58108-088;RENASCER III;CABELDELO;PB;83 98810-9152;fabymuniz4524@gmail.com
Rafael Fernandes;009.577;009577;9577;EDUCANDÁRIO SÃO MATEUS;VALKIRIA LUCIA DE CARVALHO - ME;09.150.541/0001-70;RUA ÍNDIO ARABUTAN;52;58090-820;ALTO DO MATEUS;JOÃO PESSOA;PB;83 3212-8231 / 99880-5048;educ.mateus@gmail.com
Rafael Fernandes;014.178;014178;14178;EDUCANDARIO TRAÇOS E LETRAS;RENILDA VIEIRA MARTINS;09.303.236/0001-71;RUA LUIZ FRAGOSO DINIZ;365;58701-502;MATERNIDADE;PATOS;PB;83 99650-8145;tracoseletras2009@hotmail.com
Rafael Fernandes;035.641;035641;35641;ELOHIM AMBIENTAL BERÇARIO E ESCOLA;NAYARA CRISTINE LIMA DA SILVA;45.151.477/0001-06;RUA DESEMBARGADOR JOÃO SANTA CRUZ DE OLIVEIRA;1359;58078-100;FUNCIONÁRIOS;JOÃO PESSOA;PB;83 98715-7524;elohimbercarioescola@gmail.com
Rafael Fernandes;036.507;036507;36507;ESCOLA 7 ENCANTOS;7 ENCANTOS LTDA;48.649.824/0001-13;R PRES ROOSEVELT;219;58040-730;EXPEDICIONÁRIOS;JOÃO PESSOA;PB;83 99958-6923;7encantosbercario@gmail.com
Rafael Fernandes;010.270;010270;10270;ESCOLA BANANAS DE PIJAMAS;ANNA PATRICIA LUCENA BRITO SILVA;17.778.183/0001-73;RUA PADRE ANCHIETA;334;58701-030;SANTO ANTÔNIO;PATOS;PB;83 98770-5049;aplbs@hotmail.com
Rafael Fernandes;009.621;009621;9621;ESCOLA BEM-ME-QUER;ESCOLA SANTOS LTDA - ME;03.613.899/0001-06;AVENIDA GEMINIANO DA FRANCA;826;58040-560;TORRE;JOÃO PESSOA;PB;83 99811-2514;daysejarbas@hotmail.com
Rafael Fernandes;026.665;026665;26665;ESCOLA CAMINHAR;WALERIA MARIAS SOARES DA SILVA;806.615.484-49;RUA OTAVIANO MAROJA ALENCAR;44;58028-355;IPÊS;JOÃO PESSOA;PB;83 8851-8439 / 98851-8439;mariawaleria45@gmail.com
Rafael Fernandes;010.387;010387;10387;ESCOLA COMUNITARIA EBENEZER;ASSOCIACAO EVANGELICA BENEFICIENTE DO JARDIM VENEZA;03.883.825/0001-90;RUA ESTUDANTE SILVAN JOSÉ DA SILVA;117;58084-415;JARDIM VENEZA;JOÃO PESSOA;PB;83 99686-8920;escolaebnezerr@gmail.com
Rafael Fernandes;035.745;035745;35745;ESCOLA CONSTRUIR BESSA;B&P SERVIÇOS EDUCACIONAIS EIRELI;32.435.609/0001-80;R MAL HERMES DA FONSECA;900;58035-190;BESSA;JOÃO PESSOA;PB;83 99391-0457 / 98735-4280;secretaria@escolaconstruirbessa.com.br
Rafael Fernandes;009.974;009974;9974;ESCOLA DE APRENDIZAGEM NOSSA SENHORA DA PENHA;ESCOLA DE APRENDIZAGEM NOSSA SENHORA DA PENHA LTDA;40.961.708/0001-23;RUA ÍNDIO PIRAGIBE;437;58011-200;TRINCHEIRAS;JOÃO PESSOA;PB;83 98666-8295;eansp@hotmail.com
Rafael Fernandes;019.700;019700;19700;ESCOLA DE EDUCAÇÃO INFANTIL BEM ME QUER;ESCOLA DE EDUCACAO INFANTIL BEM ME QUER LTDA - ME;02.392.791/0001-78;RUA LAFAYETTE PIRES FERREIRA;05;58800-510;CENTRO;SOUSA;PB;83 99914-6602;fatimangueira@hotmail.com
Rafael Fernandes;020.291;020291;20291;ESCOLA DE ENSINO FUNDAMENTAL ALEGRIA DE SABER;MARIA GENILUCIA SOUZA DA COSTA - ME;04.471.036/0001-04;RUA MAESTRO JOÃO MOREIRA DE ARAÚJO;S/N;58580-000;CENTRO;SERRA BRANCA;PB;83 9954-1398 / 99631-4116;diretoriaalegriadesaber@gmail.com
Rafael Fernandes;047.284;047284;47284;ESCOLA DE ENSINO FUNDAMENTAL MENINO JESUS DE PRAGA;MARILI DANTAS XAVIER;00.434.858/0001-64;RUA CORONEL JOSÉ AVELINO;496;58860-000;CENTRO;Paulista;PB;83 9606-9609;***
Rafael Fernandes;026.867;026867;26867;ESCOLA DE ENSINO I.F NOSSA SENHORA APARECIDA;ROSIMARY RICARTE CAMPOS - ME;10.230.756/0001-80;MARIETA GONÇALVES DE ALENCAR;S/N;58935-000;CENTRO;CACHOEIRA DOS ÍNDIOS;PB;83 9834-6363 / 99834-6363;nsasraaparecida7@gmail.com
Rafael Fernandes;036.476;036476;36476;ESCOLA ÊXODO;POLLYANA MARQUES DE ANDRADE;19.012.463/0001-00;R ADELAIDE NOVAIS;378;58070-580;CRISTO REDENTOR;JOÃO PESSOA;PB;83 98743-0667;escolaexodo2016@gmail.com
Rafael Fernandes;045.884;045884;45884;ESCOLA FELIZ EM APRENDER;29.428.649 KALINNE DA SILVA SOUSA SANTOS;29.428.649/0001-90;RUA NATIVIDADE;41;58112-566;COMERCIAL NORTE;BAYEUX;PB;83 98847-9877;***
Rafael Fernandes;035.771;035771;35771;ESCOLA FONTE DA VIDA;GERTRUDES D OLIVEIRA;491.248.624-87;RUA JOSÉ VIEIRA BUTARI;87;58915-000;CENTRO;UIRAÚNA;PB;83 99142-0359;gertudred.@bol.com.br
Rafael Fernandes;013.760;013760;13760;ESCOLA HORAS ALEGRES;CARLOS MAGNO PEREIRA DE OLIVEIRA;27.416.184/0001-21;RUA UNIVERSITÁRIO PAULO RODRIGUES DE SOUZA;82;58063-280;VALENTINA DE FIGUEIREDO;JOÃO PESSOA;PB;83 3237-8508 / 98755-3630;escolahorasalegreslda@gmail.com
Rafael Fernandes;032.830;032830;32830;ESCOLA LIDERANÇA;DENAGIA DANTAS DOS SANTOS ARAUJO 01227101422;27.440.010/0001-02;R AG FISC OTÁVIO L MACHADO;95;58090-659;ALTO DO MATEUS;JOÃO PESSOA;PB;83 2182-3536 / 98626-6040;liderancalider2017@hotmail.com
Rafael Fernandes;026.871;026871;26871;ESCOLA MARTH LUCIA;MARTH LUCIA BARBOSA DE SOUZA - ME;11.542.012/0001-64;RUA MARIA LÚCIA GOMES DOS SANTOS;191;58110-333;JARDIM SÃO SEVERINO;BAYEUX;PB;83 98835-4362;escolamarthlucia@hotmail.com
Rafael Fernandes;035.750;035750;35750;ESCOLA MENINO MALUQUINHO;ROSILENE FIGUEIREDO ALVES ROLIM;04.190.833/0001-13;RUA MAJOR LUCAS MOREIRA;89;58900-000;POR DO SOL;CAJAZEIRAS;PB;83 99135-3322;rolim_ve.100@gmail.com
Rafael Fernandes;020.293;020293;20293;ESCOLA MONTEIRO LOBATO;MARIA VILANI FERREIRA;35.578.137/0001-02;RUA COL FRANCISCO TORRES;67;58500-000;CENTRO;MONTEIRO;PB;83 9994-7873 / 99667-9978;escmonteirolobato@live.com
Rafael Fernandes;019.577;019577;19577;ESCOLA MUNDO ENCANTADO DA CRIANÇA;LUCIANA VELOSO FERREIRA DE ALENCAR;11.826.455/0001-87;RUA ANTÔNIO LUSTOSA CABRAL;83;58045-020;CABO BRANCO;JOÃO PESSOA;PB;83 99177-4840 / 3512-0332;emecluciana@hotmail.com
Rafael Fernandes;036.477;036477;36477;ESCOLA MUNDO MAGICO;ESCOLA MUNDO MAGICO LTDA;40.728.029/0001-09;RUA DULCE PESSOA RAMALHO;375;58059-750;MANGABEIRA;JOÃO PESSOA;PB;83 98867-6065;mm.escola2019@gmail.com
Rafael Fernandes;036.460;036460;36460;ESCOLA NOSSA SENHORA DA SOLEDADE;ESCOLA NOSSA SENHORA DA SOLEDADE;05.858.312/0002-35;RUA JOÃO ERNESTO DE ALBUQUERQUE;31;58900-000;SÃO JOSÉ;CAJAZEIRAS;PB;83 99167-6774;secretaria@enssoledade.com.br
